Run Number,Run Status,Experiment,Kinematics Setting,Target,Beam energy (GeV),Beam current (uA),HMS Angle (deg),HMS Angle Uncertainty (deg),HMS Angle Log Entry,HMS Momentum (GeV/c),HMS Polarity,HMS Momentum Log Entry,SHMS Angle (deg),SHMS Angle Uncertainty (deg),SHMS Angle Log Entry,SHMS Momentum (GeV/c),SHMS Polarity,SHMS Momentum Log Entry,Comments
26066,Junk,N-Delta,Beam Checkout,Home,1.424427,1,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480721,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480699,Beam Checkout Procedure
26067,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480721,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480699,Orbit Lock Issues
26068,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480721,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480699,Orbit Lock Issues
26069,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480721,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480699,Orbit Lock Issues
26070,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480721,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480699,Orbit Lock Issues
26071,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480721,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480699,
26072,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480721,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480699,
26073,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480721,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480699,
26074,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26075,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26076,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26077,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26078,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26079,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26080,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26081,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26082,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26083,Junk,N-Delta,Beam Checkout,Carbon Hole,1.424427,2.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,Beam Checkout Procedure
26084,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,
26085,Junk,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.505,0,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.505,0.005,https://logbooks.jlab.org/entry/4480689,-1.413,electron,https://logbooks.jlab.org/entry/4480877,Some hodoscopes paddle HVs were turned off
26086,Junk,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,-1.413,electron,https://logbooks.jlab.org/entry/4480877,Some hodoscopes paddle HVs were turned off
26087,Junk,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.413,electron,https://logbooks.jlab.org/entry/4480877,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,-1.413,electron,https://logbooks.jlab.org/entry/4480877,Some hodoscopes paddle HVs were turned off
26088,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.5549,electron,N/A,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -9.1 
26089,Junk,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.5549,electron,N/A,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,CODA Mistake
26090,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.5479,electron,https://logbooks.jlab.org/entry/4481063,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -8.7
26091,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.54079,electron,https://logbooks.jlab.org/entry/4481079,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -8.3
26092,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.53372,electron,N/A,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -7.8
26093,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.52666,electron,N/A,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -7.4
26094,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.51959,electron,N/A,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -7.0
26095,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.5125,electron,https://logbooks.jlab.org/entry/4481106,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -6.5
26096,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.5055,electron,https://logbooks.jlab.org/entry/4481112,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -6.1
26097,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4984,electron,https://logbooks.jlab.org/entry/4481127,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -5.7
26098,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4913,electron,https://logbooks.jlab.org/entry/4481127,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -5.2
26099,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4842,electron,https://logbooks.jlab.org/entry/4481134,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -4.8
26100,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4772,electron,https://logbooks.jlab.org/entry/4481141,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -4.3
26101,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4701,electron,https://logbooks.jlab.org/entry/4481151,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -3.8
26102,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.463,electron,https://logbooks.jlab.org/entry/4481158,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -3.4
26103,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.456,electron,https://logbooks.jlab.org/entry/4481168,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -2.9
26104,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4489,electron,https://logbooks.jlab.org/entry/4481174,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -2.4
26105,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4418,electron,https://logbooks.jlab.org/entry/4481183,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -2.0
26106,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4348,electron,https://logbooks.jlab.org/entry/4481191,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -1.5
26107,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4277,electron,https://logbooks.jlab.org/entry/4481198,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -1.0
26108,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4206,electron,https://logbooks.jlab.org/entry/4481204,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta -0.5
26109,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4136,electron,https://logbooks.jlab.org/entry/4481210,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 0.0
26110,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.4065,electron,https://logbooks.jlab.org/entry/4481216,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 0.5
26111,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3994,electron,https://logbooks.jlab.org/entry/4481222,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 1.0
26112,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3924,electron,https://logbooks.jlab.org/entry/4481229,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 1.5
26113,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3853,electron,https://logbooks.jlab.org/entry/4481235,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 2.0
26114,Junk,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3782,electron,N/A,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Bad run. Stopped early b/c of QE scan
26115,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3782,electron,https://logbooks.jlab.org/entry/4481259,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 2.6
26116,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3712,electron,https://logbooks.jlab.org/entry/4481264,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 3.1
26117,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3641,electron,https://logbooks.jlab.org/entry/4481270,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 3.6
26118,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.357,electron,https://logbooks.jlab.org/entry/4481278,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 4.2
26119,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.35,electron,https://logbooks.jlab.org/entry/4481287,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 4.7
26120,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3429,electron,https://logbooks.jlab.org/entry/4481299,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 5.3
26121,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3358,electron,https://logbooks.jlab.org/entry/4481308,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 5.8
26122,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3288,electron,https://logbooks.jlab.org/entry/4481320,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 6.4
26123,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3217,electron,https://logbooks.jlab.org/entry/4481329,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 7.0
26124,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3217,electron,https://logbooks.jlab.org/entry/4481329,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 7.0 (duplicate of 26123)
26125,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3146,electron,https://logbooks.jlab.org/entry/4481348,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 7.5
26126,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3076,electron,https://logbooks.jlab.org/entry/4481357,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 8.1
26127,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.3005,electron,https://logbooks.jlab.org/entry/4481365,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 8.7
26128,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.2934,electron,https://logbooks.jlab.org/entry/4481371,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 9.3
26129,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.2863,electron,https://logbooks.jlab.org/entry/4481378,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 9.9
26130,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.2793,electron,https://logbooks.jlab.org/entry/4481387,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 10.5
26131,Good,N-Delta,Carbon Elastics,Optics1,1.424427,0.5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1.2722,electron,https://logbooks.jlab.org/entry/4481400,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS delta 11.1
26132,Good,N-Delta,HMS Carbon SIEVE,Optics1,1.424427,5,14.005,0,https://logbooks.jlab.org/entry/4480999,-1,electron,https://logbooks.jlab.org/entry/4481457,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS Sieve 1.0
26133,Junk,N-Delta,HMS Carbon SIEVE,Optics1,1.424427,5,25,0,https://logbooks.jlab.org/entry/4481505,-0.9,electron,https://logbooks.jlab.org/entry/4481493,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,A short run
26134,Good,N-Delta,HMS Carbon SIEVE,Optics1,1.424427,5,25,0,https://logbooks.jlab.org/entry/4481505,-0.9,electron,https://logbooks.jlab.org/entry/4481493,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS Sieve 0.9
26135,Good,N-Delta,HMS Carbon SIEVE,Optics1,1.424427,5,25,0,https://logbooks.jlab.org/entry/4481505,-0.8,electron,https://logbooks.jlab.org/entry/4481512,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS Sieve 0.8
26136,Good,N-Delta,HMS Carbon SIEVE,Optics1,1.424427,5,25,0,https://logbooks.jlab.org/entry/4481505,-0.7,electron,https://logbooks.jlab.org/entry/4481528,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS Sieve 0.7
26137,Junk,N-Delta,HMS Carbon SIEVE,Optics1,1.424427,5,25,0,https://logbooks.jlab.org/entry/4481505,-0.6,electron,https://logbooks.jlab.org/entry/4481545,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Unstable NMR
26138,Good,N-Delta,HMS Carbon SIEVE,Optics1,1.424427,5,25,0,https://logbooks.jlab.org/entry/4481505,-0.6,electron,https://logbooks.jlab.org/entry/4481545,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS Sieve 0.6
26139,Good,N-Delta,HMS Carbon SIEVE,Optics1,1.424427,5,25,0,https://logbooks.jlab.org/entry/4481505,-0.5,electron,https://logbooks.jlab.org/entry/4481563,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,HMS Sieve 0.5
26140,Junk,N-Delta,HMS Carbon SIEVE,Home,1.424427,0,25,0,https://logbooks.jlab.org/entry/4481505,-0.5,electron,https://logbooks.jlab.org/entry/4481563,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Junk. Coincidence DAQ Test
26141,Junk,N-Delta,HMS Carbon SIEVE,Home,1.424427,0,25,0,https://logbooks.jlab.org/entry/4481505,-0.5,electron,https://logbooks.jlab.org/entry/4481563,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Junk. Coincidence DAQ Test
26142,Junk,N-Delta,HMS Carbon SIEVE,Home,1.424427,0,25,0,https://logbooks.jlab.org/entry/4481505,-0.5,electron,https://logbooks.jlab.org/entry/4481563,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Junk. Coincidence DAQ Test
26143,Junk,N-Delta,HMS Carbon SIEVE,Home,1.424427,0,25,0,https://logbooks.jlab.org/entry/4481505,-0.5,electron,https://logbooks.jlab.org/entry/4481563,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Junk. Coincidence DAQ Test
26144,Junk,N-Delta,HMS Carbon SIEVE,Home,1.424427,0,25,0,https://logbooks.jlab.org/entry/4481505,-0.5,electron,https://logbooks.jlab.org/entry/4481563,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Junk. Coincidence DAQ Test
26145,Junk,N-Delta,HMS Carbon SIEVE,Home,1.424427,0,25,0,https://logbooks.jlab.org/entry/4481505,-0.5,electron,https://logbooks.jlab.org/entry/4481563,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Junk. Coincidence DAQ Test
26146,Junk,N-Delta,HMS Carbon SIEVE,Home,1.424427,0,25,0,https://logbooks.jlab.org/entry/4481505,-0.5,electron,https://logbooks.jlab.org/entry/4481563,14.0025,0.0025,https://logbooks.jlab.org/entry/4480999,N/A,proton,N/A,Junk. Coincidence DAQ Test
26147,Junk,N-Delta,1H Elastics,4 cm LH2,1.424427,1,68.735,0,https://logbooks.jlab.org/entry/4481896,0.43,proton,https://logbooks.jlab.org/entry/4481940,17.5975,0.0025,https://logbooks.jlab.org/entry/4481896,-1.325,electron,https://logbooks.jlab.org/entry/4481940,
26148,Good,N-Delta,1H Elastics,4 cm LH2,1.424427,1,68.735,0,https://logbooks.jlab.org/entry/4481896,0.43,proton,https://logbooks.jlab.org/entry/4481940,17.5975,0.0025,https://logbooks.jlab.org/entry/4481896,-1.325,electron,https://logbooks.jlab.org/entry/4481940,
26149,Good,N-Delta,1H Elastics,4 cm Dummy,1.424427,40,68.735,0,https://logbooks.jlab.org/entry/4481896,0.43,proton,https://logbooks.jlab.org/entry/4481940,17.5975,0.0025,https://logbooks.jlab.org/entry/4481896,-1.325,electron,https://logbooks.jlab.org/entry/4481940,
26150,Good,N-Delta,1H Elastics,4 cm LH2,1.424427,1,68.735,0,https://logbooks.jlab.org/entry/4481896,0.43,proton,https://logbooks.jlab.org/entry/4481940,17.5975,0.0025,https://logbooks.jlab.org/entry/4481896,-1.325,electron,https://logbooks.jlab.org/entry/4481940,
26151,Good,N-Delta,1H Elastics,4 cm LH2,1.424427,1,65.425,0,https://logbooks.jlab.org/entry/4481976,0.5,proton,https://logbooks.jlab.org/entry/4481978,20.8325,0.0025,https://logbooks.jlab.org/entry/4481976,-1.294,electron,https://logbooks.jlab.org/entry/4481978,
26152,Good,N-Delta,1H Elastics,4 cm Dummy,1.424427,40,65.425,0,https://logbooks.jlab.org/entry/4481976,0.5,proton,https://logbooks.jlab.org/entry/4481978,20.8325,0.0025,https://logbooks.jlab.org/entry/4481976,-1.294,electron,https://logbooks.jlab.org/entry/4481978,
26153,Good,N-Delta,1H Elastics,4 cm Dummy,1.424427,40,65.425,0,https://logbooks.jlab.org/entry/4481976,0.5,proton,https://logbooks.jlab.org/entry/4481978,20.8325,0.0025,https://logbooks.jlab.org/entry/4481976,-1.294,electron,https://logbooks.jlab.org/entry/4481978,
26154,Good,N-Delta,1H Elastics,4 cm LH2,1.424427,1,65.425,0,https://logbooks.jlab.org/entry/4481976,0.5,proton,https://logbooks.jlab.org/entry/4481978,20.8325,0.0025,https://logbooks.jlab.org/entry/4481976,-1.294,electron,https://logbooks.jlab.org/entry/4481978,
26155,Good,N-Delta,1H Elastics,4 cm LH2,1.424427,1,60.945,0,https://logbooks.jlab.org/entry/4482109,0.58,proton,https://logbooks.jlab.org/entry/4482110,24.9625,0.0025,https://logbooks.jlab.org/entry/4482109,-1.243,electron,https://logbooks.jlab.org/entry/4482110,
26156,Good,N-Delta,1H Elastics,4 cm Dummy,1.424427,40,60.945,0,https://logbooks.jlab.org/entry/4482109,0.58,proton,https://logbooks.jlab.org/entry/4482110,24.9625,0.0025,https://logbooks.jlab.org/entry/4482109,-1.243,electron,https://logbooks.jlab.org/entry/4482110,
26157,Good,N-Delta,1H Elastics,4 cm LH2,1.424427,1,60.945,0,https://logbooks.jlab.org/entry/4482109,0.58,proton,https://logbooks.jlab.org/entry/4482110,24.9625,0.0025,https://logbooks.jlab.org/entry/4482109,-1.243,electron,https://logbooks.jlab.org/entry/4482110,
26158,Junk,N-Delta,1d,4 cm LH2,1.424427,15,26.725,0,https://logbooks.jlab.org/entry/4482242,0.571,proton,https://logbooks.jlab.org/entry/4482258,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4482258,DAQ Momentum and Angle Wrong. JUNK (SHMS MOL)
26159,Junk,N-Delta,1d,4 cm LH2,1.424427,15,26.725,0,https://logbooks.jlab.org/entry/4482242,0.571,proton,https://logbooks.jlab.org/entry/4482258,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4482258,DAQ Momentum/ Angle Wrong. JUNK (SHMS MOL)
26160,Junk,N-Delta,1d,4 cm LH2,1.424427,15,26.725,0,https://logbooks.jlab.org/entry/4482242,0.571,proton,https://logbooks.jlab.org/entry/4482258,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4482258,short run bill want to change the hv. JUNK (SHMS MOL)
