Run Number,Run Status,Experiment,Kinematics Setting,Target,Beam energy (GeV),Beam current (uA),HMS Angle (deg),HMS Angle Uncertainty (deg),HMS Angle Log Entry,HMS Momentum (GeV/c),HMS Polarity,HMS Momentum Log Entry,SHMS Angle (deg),SHMS Angle Uncertainty (deg),SHMS Angle Log Entry,SHMS Momentum (GeV/c),SHMS Polarity,SHMS Momentum Log Entry,Comments
26256,Good,N-Delta,4d,4 cm LH2,1.424427,15,39.72,0,https://logbooks.jlab.org/entry/4483587,0.546,proton,https://logbooks.jlab.org/entry/4483759,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483759,
26257,Good,N-Delta,4d,4 cm LH2,1.424427,15,39.72,0,https://logbooks.jlab.org/entry/4483587,0.546,proton,https://logbooks.jlab.org/entry/4483814,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483814,
26258,Good,N-Delta,4d,4 cm Dummy,1.424427,30,39.72,0,https://logbooks.jlab.org/entry/4483587,0.546,proton,https://logbooks.jlab.org/entry/4483814,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483814,
26259,Good,N-Delta,4d,4 cm Dummy,1.424427,30,39.72,0,https://logbooks.jlab.org/entry/4483587,0.546,proton,https://logbooks.jlab.org/entry/4483814,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483814,
26260,Good,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483866,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483866,
26261,Good,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,
26262,Junk,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,JUNK (Due to the absence of the beam from the start)
26263,Short,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,Good Production Run. (run ended due to the absence of the beam since 9:20)
26264,Good,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,
26265,Good,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,
26266,Good,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,
26267,Short,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,Good Production Run.
26268,Good,N-Delta,5d,4 cm LH2,1.424427,15,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,
26269,Good,N-Delta,5d,4 cm Dummy,1.424427,35,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,
26270,Good,N-Delta,5d,4 cm Dummy,1.424427,35,48.18,0,https://logbooks.jlab.org/entry/4483850,0.502,proton,https://logbooks.jlab.org/entry/4483878,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4483878,
26271,Good,N-Delta,6d,4 cm LH2,1.424427,15,55.665,0,https://logbooks.jlab.org/entry/4484029,0.445,proton,https://logbooks.jlab.org/entry/4484067,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4484067,
26272,Good,N-Delta,6d,4 cm LH2,1.424427,15,55.665,0,https://logbooks.jlab.org/entry/4484029,0.445,proton,https://logbooks.jlab.org/entry/4484067,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4484067,
26273,Good,N-Delta,6d,4 cm LH2,1.424427,15,55.665,0,https://logbooks.jlab.org/entry/4484029,0.445,proton,https://logbooks.jlab.org/entry/4484067,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4484067,
26274,Good,N-Delta,6d,4 cm LH2,1.424427,15,55.665,0,https://logbooks.jlab.org/entry/4484029,0.445,proton,https://logbooks.jlab.org/entry/4484067,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4484067,
26275,Good,N-Delta,6d,4 cm LH2,1.424427,15,55.665,0,https://logbooks.jlab.org/entry/4484029,0.445,proton,https://logbooks.jlab.org/entry/4484067,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4484067,
26276,Good,N-Delta,6d,4 cm LH2,1.424427,15,55.665,0,https://logbooks.jlab.org/entry/4484029,0.445,proton,https://logbooks.jlab.org/entry/4484067,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4484067,
26277,Good,N-Delta,6d,4 cm LH2,1.424427,15,55.665,0,https://logbooks.jlab.org/entry/4484029,0.445,proton,https://logbooks.jlab.org/entry/4484067,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4484067,
26278,Good,N-Delta,6d,4 cm Dummy,1.424427,38,55.665,0,https://logbooks.jlab.org/entry/4484029,0.445,proton,https://logbooks.jlab.org/entry/4484067,10.485,0.005,https://logbooks.jlab.org/entry/4482243,-1.0553,electron,https://logbooks.jlab.org/entry/4484067,
26279,Good,N-Delta,7d,4 cm LH2,1.424427,15,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,
26280,Short,N-Delta,7d,4 cm LH2,1.424427,15,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production Run. Beam went off since 7:23
26281,Junk,N-Delta,7d,4 cm LH2,1.424427,0.0871558,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Out of Beam
26282,Junk,N-Delta,Cosmics,4 cm LH2,1.424427,0,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Out of Beam
26283,Junk,N-Delta,Cosmics,Home,1.424427,0.0821663,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Out of Beam
26284,Short,N-Delta,7d,4 cm LH2,1.424427,15,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,30 min run. The number of good event per trigger must have been changed.
26285,Short,N-Delta,7d,4 cm LH2,1.424427,15,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,beam position lock is off at the end 10 minutes of the run
26286,Good,N-Delta,7d,4 cm LH2,1.424427,15.8868,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Beam position lock off. beam was down after the run 26286 for hall B optics
26287,Short,N-Delta,7d,4 cm LH2,1.424427,16.0033,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,"beam position lock is back on,Beam was down, 28 min run"
26288,Good,N-Delta,7d,4 cm LH2,1.424427,15.7987,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26289,Good,N-Delta,7d,4 cm LH2,1.424427,15.6376,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26290,Short,N-Delta,7d,4 cm LH2,1.424427,15.8834,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,"Stopped due to a HMS dipole interlock issue,18min run"
26291,Good,N-Delta,7d,4 cm LH2,1.424427,15.8025,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26292,Good,N-Delta,7d,4 cm LH2,1.424427,15.6307,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26293,Good,N-Delta,7d,4 cm LH2,1.424427,15.8832,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26294,Good,N-Delta,7d,4 cm LH2,1.424427,15.8591,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26295,Good,N-Delta,7d,4 cm Dummy,1.424427,42.2137,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26296,Good,N-Delta,7d,4 cm Dummy,1.424427,42.2717,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26297,Good,N-Delta,7d,4 cm Dummy,1.424427,41.7066,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26298,Junk,N-Delta,BCM Calibration,Home,1.424427,50,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Out of Beam
26299,Short,N-Delta,7d,4 cm LH2,1.424427,15.6126,59.205,0,https://logbooks.jlab.org/entry/4484180,0.412,proton,https://logbooks.jlab.org/entry/4484178,10.485,0.005,https://logbooks.jlab.org/entry/4484180,-1.0553,electron,https://logbooks.jlab.org/entry/4484178,Good Production run.
26300,Short,N-Delta,1a,4 cm LH2,1.424427,4.20488,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run.
26301,Short,N-Delta,1a,4 cm LH2,1.424427,4.20488,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run.
26302,Good,N-Delta,1a,4 cm LH2,1.424427,4.17645,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,"Good Production run. Turned on S1X-04, S1X-09, S2X-04, S2X-10. Narrowed coincidence window"
26303,Good,N-Delta,1a,4 cm LH2,1.424427,4.22322,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26304,Good,N-Delta,1a,4 cm LH2,1.424427,4.28243,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26305,Good,N-Delta,1a,4 cm LH2,1.424427,4.26811,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26306,Good,N-Delta,1a,4 cm LH2,1.424427,4.25428,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26307,Good,N-Delta,1a,4 cm LH2,1.424427,4.28385,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26308,Good,N-Delta,1a,4 cm LH2,1.424427,4.2903,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26309,Short,N-Delta,1a,4 cm LH2,1.424427,4.27962,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26310,Good,N-Delta,1a,4 cm Dummy,1.424427,10.5612,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26311,Good,N-Delta,1a,4 cm Dummy,1.424427,10.5701,21.19,0,https://logbooks.jlab.org/entry/4486021,0.536,proton,https://logbooks.jlab.org/entry/4486051,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26312,Junk,N-Delta,2a,4 cm LH2,1.424427,4.31601,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Junk
26313,Junk,N-Delta,2a,4 cm LH2,1.424427,4.3431,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Junk
26314,Good,N-Delta,2a,4 cm LH2,1.424427,4.31987,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26315,Good,N-Delta,2a,4 cm LH2,1.424427,4.24243,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26316,Short,N-Delta,2a,4 cm LH2,1.424427,4.22292,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26317,Good,N-Delta,2a,4 cm LH2,1.424427,4.25891,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26318,Good,N-Delta,2a,4 cm LH2,1.424427,4.24428,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26319,Good,N-Delta,2a,4 cm LH2,1.424427,4.23366,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26320,Good,N-Delta,2a,4 cm LH2,1.424427,4.16964,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26321,Good,N-Delta,2a,4 cm LH2,1.424427,4.21439,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26322,Short,N-Delta,2a,4 cm LH2,1.424427,4.24534,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26323,Junk,N-Delta,2a,4 cm LH2,1.424427,0,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,No Beam
26324,Good,N-Delta,2a,4 cm LH2,1.424427,4.25272,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26325,Good,N-Delta,2a,4 cm Dummy,1.424427,10.5114,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26326,Good,N-Delta,2a,4 cm Dummy,1.424427,10.5383,14.9025,0.0005,https://logbooks.jlab.org/entry/4486279,0.531,proton,https://logbooks.jlab.org/entry/4486290,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486051,Good Production run. 
26327,Good,N-Delta,3a,4 cm LH2,1.424427,4.28086,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26328,Good,N-Delta,3a,4 cm LH2,1.424427,4.25494,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good production run with 50 minutes of beam ON
26329,Good,N-Delta,3a,4 cm LH2,1.424427,4.25187,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26330,Good,N-Delta,3a,4 cm LH2,1.424427,4.20737,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26331,Good,N-Delta,3a,4 cm LH2,1.424427,4.174,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26332,Good,N-Delta,3a,4 cm LH2,1.424427,4.27724,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26333,Good,N-Delta,3a,4 cm LH2,1.424427,4.18806,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26334,Good,N-Delta,3a,4 cm LH2,1.424427,4.2122,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26335,Good,N-Delta,3a,4 cm Dummy,1.424427,10.5648,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26336,Good,N-Delta,3a,4 cm Dummy,1.424427,10.5076,27.49,0,https://logbooks.jlab.org/entry/4486462,0.531,proton,https://logbooks.jlab.org/entry/4486463,7.5,0,https://logbooks.jlab.org/entry/4486084,-1.0681,electron,https://logbooks.jlab.org/entry/4486463,Good Production run. 
26337,Good,N-Delta,4a,4 cm LH2,1.424427,4,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good Production run. 
26338,Good,N-Delta,4a,4 cm LH2,1.424427,4,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good Production run. 
26339,Short,N-Delta,4a,4 cm LH2,1.424427,4,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good Production run. 
26340,Good,N-Delta,4a,4 cm LH2,1.424427,4,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good Production run. 
26341,Good,N-Delta,4a,4 cm LH2,1.424427,4,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good Production run. 
26342,Good,N-Delta,4a,4 cm LH2,1.424427,4,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good Production run. 
26343,Junk,N-Delta,4a,4 cm LH2,1.424427,0,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,No Beam
26344,Good,N-Delta,4a,4 cm LH2,1.424427,4,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good production run. 
26345,Junk,N-Delta,4a,4 cm Dummy,1.424427,8,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Run has stopped after few minutes
26346,Good,N-Delta,4a,4 cm Dummy,1.424427,10.5,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good Production run.
26347,Good,N-Delta,4a,4 cm Dummy,1.424427,10.5,35.854,0.004,https://logbooks.jlab.org/entry/4486630,0.509,proton,https://logbooks.jlab.org/entry/4486571,7.5,0,https://logbooks.jlab.org/entry/4486630,-1.0681,electron,https://logbooks.jlab.org/entry/4486571,Good Production run.
